cycle,first(list<ville>(ville) where (each.compte_ville = 4)).S,first(list<ville>(ville) where (each.compte_ville = 4)).I,first(list<ville>(ville) where (each.compte_ville = 4)).Le,first(list<ville>(ville) where (each.compte_ville = 4)).Lf,first(list<ville>(ville) where (each.compte_ville = 4)).T,first(list<ville>(ville) where (each.compte_ville = 4)).K,first(list<ville>(ville) where (each.compte_ville = 4)).R1,first(list<ville>(ville) where (each.compte_ville = 4)).R2
0,1667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1651.130011568182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1651.2587464155172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1651.3874526868883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1651.5161303886384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1651.6447795271094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1651.7734001086417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1651.901992139574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1652.030555626244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1652.1590905749877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1652.28759699214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1652.416074884034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1652.544524257002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1652.672945117374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1652.8013374714792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1652.9297013256455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1653.058036686199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1653.1863435594648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1653.3146219517662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1653.4428718694253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1653.571093318763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1653.699286306098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1653.8274508377485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1653.9555869200312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1654.083694559261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1654.2117737617514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1654.3398245338146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1654.4678468817617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1654.595840811902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1654.7238063305435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1654.8517434439932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1654.979652158556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
